id_cliente,nome,sobrenome,tipo,email,telefone,cpf_cnpj,data_nascimento,data_cadastro,cidade,estado
1806,Luiza,Monteiro,PF,lmonteiro@hotmail.com,(47) 98020-9046,572_198_460_02,1966-09-25,2025-05-24,Rios,MT
2422,Carolina,Cavalcante,PF,ccavalcante@gmail.com,,085.746.912-67,,2025-05-24,da Paz da Praia,PR
3434,Cauã,Casa Grande,PF,cau_casagrande@yahoo.com.br,(11) 92298-4390,398_657_240_65,1994-12-03,2025-05-24,da Cunha de Goiás,DF
1301,Davi Luiz,Pacheco,PF,ccaldeira@outlook.com,(51) 92368-5069,765.231.980-30,1995-07-23,2025-05-25,Rezende,ES
2024,Leandro,Caldeira,PF,leandro_caldeira@terra.com.br,(11) 91817-9767,289_064_735_83,1964-11-09,2025-05-25,Mendes da Mata,ES
2962,Ana Vitória,Viana,PF,anavitria56@yahoo.com.br,13919597956,160_423_578_08,2002-10-18,2025-05-25,Macedo,GO
3088,Consultoria Garcia Ltda.,,PJ,consultori.@comercio.net.br,,63410729000156,1963-09-22,2025-05-25,Rezende,RJ
1110,Brayan,,PF,brayan_@uol.com.br,31912687073,471_902_638_96,1982-09-24,2025-05-26,da Mota de Minas,ES
2787,Raquel,Monteiro,PF,raquel_monteiro@bol.com.br,(71) 97526-6419,137_264_859_37,2002-11-20,2025-05-26,Souza de Minas,PA
2925,Vasconcelos & Associados Ltda.,,PJ,vasconcelo_@empresa.com.br,(21) 94378-5746,70195624000197,1962-06-17,2025-05-26,Siqueira de Minas,CE
2958,Nicolas,Rocha,PF,nicolasrocha@gmail.com,,123.867.094-69,2002-02-20,2025-05-26,Vasconcelos,RJ
407,Júlia,Brito,PF,jlia_brito@outlook.com,(13) 96804-7141,470_368_921_96,1974-08-23,2025-05-27,Campos do Oeste,RJ
1284,Benicio,Câmara,PF,bcmara@uol.com.br,(31) 93879-8596,623_178_409_69,2001-09-12,2025-05-27,Rezende,MT
2359,Farias & Associados S.A.,,PJ,fariasasso_@empresa.com.br,13955925315,47_501_892_0001_78,1970-12-05,2025-05-27,Melo da Serra,AM
2578,Rocha & Jesus S/A,,PJ,r@empresa.com.br,,26_039_547_0001_94,1977-02-23,2025-05-27,Pereira de Gonçalves,PA
2729,Cauã,Rocha,PF,cau_rocha@terra.com.br,+5561980261118,63891452764,1987-03-23,2025-05-27,da Mata,SC
3006,Luan,Marques,PF,lmarques@ig.com.br,+5531967502242,31562948709,1966-01-22,2025-05-27,Barros Alegre,SC
1276,Enzo,Guerra,PF,enzo_guerra@outlook.com,+5513962142192,527_681_934_37,1969-03-25,2025-05-28,Mendes,RR
2277,João,Costela,PF,jcostela@uol.com.br,13947733354,47892653074,,2025-05-28,Viana,MS
2303,Davi Lucca,Caldeira,PF,davilucca68@bol.com.br,+5561998307641,72619804396,,2025-05-28,Oliveira,CE
2488,João Lucas,Mendes,PF,joolucas.mendes@ig.com.br,61994215308,42387590104,1962-05-11,2025-05-28,Siqueira,PR
2723,José Miguel,Araújo,PF,jarajo@yahoo.com.br,(13) 96379-7787,42670153844,1987-07-19,2025-05-28,da Paz do Galho,MS
869,Olivia,da Conceição,PF,oliviadaconceio@outlook.com,+5561951318627,521.684.730-80,2005-05-06,2025-05-29,Aragão de Pires,PE
989,Lívia,Moreira,PF,lviamoreira@bol.com.br,21961693637,275.480.913-97,1992-09-08,2025-05-29,Nunes,AP
1517,Maria Fernanda,Teixeira,PF,mariafernanda_teixeira@terra.com.br,,167.284.305-71,,2025-05-29,Fogaça das Pedras,SE
3016,Mirella,Sousa,PF,mirellasousa@uol.com.br,71977539210,39157608466,1983-07-26,2025-05-29,Gomes,RJ
3116,Ana Júlia,Oliveira,PF,anajlia.oliveira@hotmail.com,+5547941948356,73625481090,1968-11-30,2025-05-29,Ferreira,AL
909,Anthony,Mendes,PF,amendes@ig.com.br,+5551949656521,59043827150,1970-12-04,2025-05-30,Gonçalves,PR
2656,Léo,Andrade,PF,lo_andrade@bol.com.br,(31) 92762-1012,32509481797,2003-06-28,2025-05-30,Azevedo,RR
2670,Ribeiro & Cardoso S/A,,PJ,ribeirocar_@comercio.net.br,+5511995121173,85692470000116,1959-11-18,2025-05-30,Rios das Pedras,BA
2776,Paulo,Cavalcante,PF,paulocavalcante@outlook.com,+5551932806650,621_307_849_50,1974-10-02,2025-05-30,Rezende da Prata,RO
128,Soluções Machado Ltda.,,PJ,s@comercio.net.br,,96573102000175,1995-09-07,2025-05-31,Santos,AP
1150,Caroline,Porto,PF,cporto@outlook.com,+5531981551636,06781235435,1958-03-26,2025-05-31,da Rosa de Goiás,MG
2593,Nathan,Fonseca,PF,nathanfonseca@hotmail.com,+5551978822768,714_320_859_05,1989-09-28,2025-05-31,Araújo de Dias,PB
3312,Davi Lucca,Souza,PF,davilucca62@outlook.com,+5547944008776,789.415.026-67,1957-11-30,2025-05-31,da Costa da Praia,PB
239,Maya,Correia,PF,maya_correia@outlook.com,(13) 94216-9135,653_948_170_57,1976-04-20,2025-06-01,Gomes de Pires,ES
391,Cardoso Sistemas e Serviços S.A.,,PJ,cardososis_@comercio.net.br,(13) 91804-1479,36.071.489/0001-30,2006-05-21,2025-06-01,Ramos Paulista,RN
2067,Bruno,Barros,PF,brunobarros@outlook.com,47918568989,280_193_475_50,,2025-06-01,Peixoto,SC
211,Marina,Nascimento,PF,marina_nascimento@uol.com.br,(61) 91815-3538,875.924.016-49,1985-06-01,2025-06-02,Moraes da Serra,PE
750,Luiz Fernando,Aparecida,PF,laparecida@hotmail.com,+5541949221329,813.592.407-05,,2025-06-02,da Rocha,GO
3189,Mirella,Novais,PF,mirella_novais@bol.com.br,(31) 99130-3442,859.604.237-74,1981-08-28,2025-06-02,Nascimento do Sul,RR
353,Júlia,,PF,j@yahoo.com.br,+5531976847542,178_065_243_71,,2025-06-03,Vargas do Campo,RJ
1096,Monteiro Tecnologia e Consultoria EIRELI,,PJ,m@comercio.net.br,,29_163_587_0001_31,1966-07-14,2025-06-03,Teixeira,MA
2072,Maria Helena,Farias,PF,mariahelena13@hotmail.com,61924517801,127.839.504-05,,2025-06-03,Costa,TO
2408,Leandro,Nascimento,PF,leandro_nascimento@uol.com.br,+5521984623295,75834612008,1959-04-13,2025-06-03,Correia,PA
141,Lucas Gabriel,Pinto,PF,lpinto@gmail.com,(71) 97127-5602,39785461084,2006-12-08,2025-06-04,Moura,MS
159,Pedro Miguel,Nogueira,PF,felipe.carvalho@uol.com.br,+5561925273252,34905261805,1969-10-05,2025-06-04,da Conceição,SP
1967,Gael Henrique,Castro,PF,gaelhenrique_castro@uol.com.br,+5561993216544,24507691885,1984-07-03,2025-06-04,Teixeira,DF
2225,Andrade & Associados S/S,,PJ,andradeass.@empresa.com.br,(11) 97368-2115,30.687.541/0001-09,1981-03-09,2025-06-04,Sousa,DF
1483,Joaquim,Barros,PF,joaquim92@terra.com.br,,90425167801,1958-08-29,2025-06-05,Moura,DF
161,Kevin,Campos,PF,kcampos@gmail.com,+5541970058657,015.832.649-06,1996-06-21,2025-06-06,Brito,RS
914,Isadora,Moura,PF,isadora89@hotmail.com,(61) 96929-1843,950.281.346-42,1972-09-19,2025-06-06,Rocha,CE
1691,Breno,Silveira,PF,breno20@yahoo.com.br,+5541963211292,56819203721,1974-02-15,2025-06-06,Rezende de Fonseca,AC
2099,Caroline,Rocha,PF,crocha@gmail.com,61977091792,73986204547,1974-01-16,2025-06-06,Carvalho,RN
107,Sara,Vargas,PF,svargas@ig.com.br,+5551993423445,50312687940,,2025-06-07,Mendonça,DF
959,Laís,da Costa,PF,las.dacosta@gmail.com,41990986789,675.481.230-35,1968-11-30,2025-06-07,Cardoso de Gomes,PA
1880,José,Rodrigues,PF,jos_rodrigues@hotmail.com,71996881034,720.451.693-16,,2025-06-07,Monteiro,GO
2652,Miguel,Pastor,PF,mpastor@outlook.com,+5511938373971,067.849.135-66,1974-01-11,2025-06-07,Rezende,RR
2749,Enrico,Vieira,PF,enrico.vieira@bol.com.br,41982124979,715_096_832_59,1989-12-18,2025-06-07,Fogaça,PE
3055,Ryan,Vieira,PF,ryan_vieira@yahoo.com.br,(41) 91653-8026,069.723.481-96,1997-05-27,2025-06-07,Gonçalves,MS
3437,Thales,Fogaça,PF,tfogaa@terra.com.br,(21) 99224-1982,083.467.592-74,1994-07-30,2025-06-07,da Rosa,RR
73,Alice,Marques,PF,alice.marques@yahoo.com.br,(31) 96062-1041,712.894.506-76,2000-07-05,2025-06-08,Jesus,PB
820,Olivia,Dias,PF,olivia.dias@hotmail.com,,586_970_312_30,,2025-06-08,Vieira,ES
1169,Benicio,Freitas,PF,beniciofreitas@yahoo.com.br,+5513995608990,29457610334,,2025-06-08,Pastor Alegre,RO
1418,Stephany,Caldeira,PF,scaldeira@yahoo.com.br,11948136300,961.702.853-03,1975-10-04,2025-06-08,Teixeira dos Dourados,AP
2050,Pereira Soluções e Sistemas S/A,,PJ,pereirasol58@empresa.com.br,(31) 95698-2165,31.954.602/0001-01,2003-07-12,2025-06-08,Alves de Minas,RO
2790,Nina,Sales,PF,nina.sales@terra.com.br,+5551936331483,945.710.238-04,2000-07-19,2025-06-08,Siqueira dos Dourados,MS
3268,Melina,Mendonça,PF,melina10@ig.com.br,,519.728.034-41,,2025-06-08,Teixeira,AM
3024,Stella,Câmara,PF,stella5@bol.com.br,,80253694710,1967-05-04,2025-06-09,Vieira da Prata,MG
3199,Nicolas,Almeida,PF,nicolas.almeida@terra.com.br,51984363303,043.256.817-44,2000-05-24,2025-06-09,Freitas da Serra,AC
707,Maysa,Siqueira,PF,maysa84@terra.com.br,31937293022,145.369.287-82,1970-11-10,2025-06-10,Mendonça,MS
1715,Davi Miguel,Almeida,PF,davimiguel_almeida@outlook.com,+5551993691930,83261947519,1980-10-13,2025-06-10,Mendonça de Castro,BA
1787,Daniel,Fernandes,PF,daniel60@uol.com.br,13986741605,31742096840,,2025-06-10,Brito,SC
1815,Alana,Pastor,PF,alana.pastor@hotmail.com,11958512958,751_296_843_46,1967-08-15,2025-06-10,Pires da Serra,SP
1758,Cunha Sistemas e Distribuidora ME,,PJ,cunhasiste@empresa.com.br,(11) 91892-7309,82.697.531/0001-40,1958-11-21,2025-06-11,da Costa,PR
962,Maria Eduarda,Freitas,PF,mariaeduardafreitas@outlook.com,41919132927,168_453_902_15,1998-04-02,2025-06-12,Montenegro,RR
1321,Pedro Miguel,,PF,pedromiguel.@gmail.com,+5571953433300,36891742013,1980-02-16,2025-06-12,Camargo,RJ
2239,Kevin,Oliveira,PF,kevin_oliveira@hotmail.com,+5561948786122,308_749_216_78,,2025-06-12,Caldeira,RJ
2678,Breno,Jesus,PF,breno76@bol.com.br,(41) 91563-6662,196.520.374-43,,2025-06-12,Costela do Norte,RR
2737,Nicole,Sousa,PF,nicole.sousa@gmail.com,13984247166,584_176_320_26,1995-08-11,2025-06-12,Vargas,ES
2760,Henry,Guerra,PF,henryguerra@terra.com.br,11921122309,418.560.379-75,1964-12-17,2025-06-12,Barbosa,PA
3319,Bento,Dias,PF,bdias@ig.com.br,31933673474,198_567_304_57,1993-10-21,2025-06-12,Nogueira da Serra,TO
782,Maria Liz,Vargas,PF,estercavalcanti@gmail.com,(41) 95228-1643,680.312.497-50,1988-11-07,2025-06-13,Silveira,RO
1176,Maysa,Moraes,PF,maysa.moraes@yahoo.com.br,+5541991985143,764_295_310_07,1983-07-26,2025-06-13,Fogaça de Minas,PE
1640,Theo,Moura,PF,theo99@yahoo.com.br,41956068764,82435196024,1990-12-11,2025-06-13,Correia,GO
1948,Théo,Jesus,PF,tho_jesus@ig.com.br,(31) 91877-5575,172.548.930-97,1975-07-09,2025-06-13,Ferreira,RN
2565,Silva & Associados EIRELI,,PJ,silvaassoc_@empresa.com.br,(11) 91183-3455,53_096_748_0001_04,1990-08-02,2025-06-13,Sá da Serra,BA
2780,Maya,Sousa,PF,maya_sousa@outlook.com,(31) 96891-8384,760.458.231-17,1973-11-07,2025-06-13,Silva do Campo,PR
223,Benício,Pires,PF,bencio24@outlook.com,+5551949771874,402.975.618-20,1998-01-18,2025-06-14,Pimenta,RS
1251,Apollo,Porto,PF,apollo_porto@gmail.com,+5547930211229,783.149.650-57,,2025-06-14,Aragão,SE
1711,Henry Gabriel,Sampaio,PF,hsampaio@ig.com.br,,50473916207,1985-04-18,2025-06-14,Nunes,GO
1954,Diego,Abreu,PF,diego82@hotmail.com,47918457622,015.749.832-88,1977-08-24,2025-06-14,Pinto,MS
2570,Joana,Monteiro,PF,joana.monteiro@ig.com.br,+5547995208369,726.309.418-50,1985-05-14,2025-06-14,Freitas Verde,AC
2585,Sophie,da Mata,PF,sophie.damata@bol.com.br,(71) 97739-3057,397_261_408_03,1990-07-23,2025-06-14,Fogaça,PR
13,Hellena,Ferreira,PF,hellenaferreira@uol.com.br,+5511923059600,27310489560,1965-04-13,2025-06-15,Pires da Mata,AM
963,Stella,Borges,PF,sborges@ig.com.br,+5541964758755,38629147555,1998-07-01,2025-06-15,Machado do Amparo,PR
1978,Ian,da Mata,PF,iandamata@bol.com.br,+5571998924978,50273461826,1956-09-16,2025-06-15,Rios,PA
2236,Sofia,Abreu,PF,sofia.abreu@uol.com.br,51946749967,412_930_765_70,1961-07-29,2025-06-15,Pires,BA
61,Luiz Miguel,Machado,PF,luizmiguel_machado@uol.com.br,(51) 91820-8621,195_802_734_05,1976-05-18,2025-06-16,Nascimento,RN
729,Levi,Porto,PF,leviporto@ig.com.br,+5561914085163,03976215406,1967-03-07,2025-06-16,Porto,AP
1181,Bianca,Albuquerque,PF,bianca_albuquerque@gmail.com,+5561994012663,794.081.526-11,,2025-06-16,Aparecida Grande,ES
2282,Enzo Gabriel,,PF,enzogabriel60@yahoo.com.br,+5531960729909,923.851.674-09,2007-08-12,2025-06-16,Ferreira de Abreu,DF
2472,Bento,Camargo,PF,anthonygabriel21@uol.com.br,21920384800,48193670566,1968-04-28,2025-06-16,Moreira de Goiás,RR
2931,Mariah,Siqueira,PF,mariah.siqueira@uol.com.br,21914349150,279_134_560_43,1996-01-05,2025-06-16,Machado Paulista,AL
562,Aurora,Aragão,PF,auroraarago@gmail.com,+5571926591433,60417289340,1991-03-16,2025-06-17,da Paz das Pedras,RR
1163,Otto,Silveira,PF,otto.silveira@uol.com.br,,62345908106,2002-03-28,2025-06-17,Novaes de Alves,GO
1452,Maria Luísa,Pacheco,PF,marialusa.pacheco@ig.com.br,,01459623851,1956-08-29,2025-06-17,Gonçalves de Pastor,RN
1722,Fernando,da Cruz,PF,fernando.dacruz@uol.com.br,+5541963263874,965.372.401-07,1976-06-12,2025-06-17,da Costa,MA
1802,Silveira & Jesus ME,,PJ,silveiraje_@comercio.net.br,(13) 98742-8499,98702643000181,1970-04-26,2025-06-17,Novaes de Sales,PR
3231,Nicolas,Ramos,PF,nicolasramos@uol.com.br,71920172016,78645092158,1979-06-11,2025-06-17,Machado Paulista,CE
454,Marcos Vinicius,Melo,PF,marcosvinicius49@uol.com.br,(11) 93671-9974,872_916_403_69,1978-03-18,2025-06-18,Fogaça da Mata,MG
1970,Ana Laura,Sales,PF,analaura.sales@bol.com.br,(13) 99771-9001,571.849.630-75,2000-08-30,2025-06-18,Brito,SE
3044,Davi Luiz,da Cruz,PF,daviluizdacruz@terra.com.br,71998911791,63485092738,1969-11-24,2025-06-18,Souza,SE
3136,Ana Sophia,Pimenta,PF,anasophiapimenta@outlook.com,41970724167,348_706_512_62,1997-01-30,2025-06-18,Duarte,DF
1750,Maria Clara,Moreira,PF,mariaclara.moreira@uol.com.br,(11) 98873-6981,653.840.729-38,1984-06-27,2025-06-19,Teixeira do Sul,PR
2313,Luiz Felipe,da Rosa,PF,luizfelipe51@uol.com.br,+5547995939962,574_261_803_44,1965-07-17,2025-06-19,Novaes dos Dourados,PA
2542,Felipe,Cunha,PF,felipe91@bol.com.br,(21) 92794-8520,610.879.325-21,1989-07-28,2025-06-19,Albuquerque de Cavalcante,PR
735,Daniel,Fonseca,PF,daniel_fonseca@ig.com.br,61948814490,537.109.846-10,2006-10-06,2025-06-20,Câmara,TO
1142,João Miguel,da Cruz,PF,joomiguel49@uol.com.br,(11) 98656-1452,307_615_984_48,1992-03-15,2025-06-20,Peixoto do Sul,RR
1227,Luana,Peixoto,PF,luanapeixoto@gmail.com,+5571914929879,13098752602,1999-10-16,2025-06-20,Pinto do Galho,PB
2142,Pereira & Associados EPP,,PJ,pereiraass.@comercio.net.br,+5551945947260,93465870000117,1995-05-11,2025-06-20,Correia,PE
2644,Vargas Consultoria e Serviços ME,,PJ,vargascons54@empresa.com.br,51934202561,96_428_175_0001_73,1968-01-25,2025-06-20,Costa,AC
2851,Mendes & Associados S/A,,PJ,mendesasso@empresa.com.br,11967213144,30549182000115,1992-09-09,2025-06-20,Rocha,MG
2903,Maya,Marques,PF,maya.marques@yahoo.com.br,47976285114,765.803.219-03,,2025-06-20,Caldeira do Amparo,SE
3161,Léo,Montenegro,PF,lo22@uol.com.br,61980277979,17263958473,2001-11-12,2025-06-20,Garcia de Mendes,RR
1539,Vasconcelos Importadora e Atacado EPP,,PJ,vasconcelo19@empresa.con.br,+5551913578443,96.704.152/0001-44,2005-05-21,2025-06-21,Siqueira do Norte,RJ
3405,Emanuel,Ferreira,PF,emanuelferreira@ig.com.br,+5551935387158,840_312_795_23,2001-03-10,2025-06-21,Mendonça,GO
556,Emanuel,Mendonça,PF,emendona@yahoo.com.br,+5561965605833,342_018_567_71,1995-03-07,2025-06-22,Castro,PI
1146,Luiz Gustavo,Cavalcante,PF,luizgustavo.cavalcante@bol.com.br,(21) 99338-8816,03157648993,,2025-06-22,Ribeiro dos Dourados,RO
2928,Rafaela,Fernandes,PF,mariah47@hotmail.com,+5541914702020,25946718002,,2025-06-22,Vieira,SC
532,Luan,Machado,PF,luan_machado@ig.com.br,31968608959,458.920.163-15,1994-02-23,2025-06-23,Nascimento dos Dourados,ES
1520,José,Aparecida,PF,japarecida@yahoo.com.br,,28190675494,1965-06-18,2025-06-23,Martins,PR
1669,Bento,Pires,PF,bpires@yahoo.com.br,31937342467,167.294.085-02,2003-01-10,2025-06-23,Jesus de da Mota,PA
1805,Luana,Duarte,PF,luanaduarte@terra.com.br,+5561956867768,049.237.168-78,1975-03-02,2025-06-23,Moreira de Minas,MA
2455,Luiz Henrique,da Mata,PF,murilomachado@terra.com.br,13965168838,34210587923,2003-09-06,2025-06-23,Albuquerque,RO
2675,Importadora Pinheiro S.A.,,PJ,importador_@comercio.net.br,(21) 96301-9089,85.673.204/0001-46,2005-09-23,2025-06-23,Costa,SE
2864,Henry,Ferreira,PF,henry.ferreira@bol.com.br,71942089281,406.952.387-10,1976-01-03,2025-06-23,Novais Grande,BA
3388,Aylla,Brito,PF,aylla_brito@gmail.com,11964213842,64805137975,,2025-06-23,Farias,MA
51,Eloá,Fernandes,PF,elo.fernandes@bol.com.br,(11) 96809-8577,062_748_195_76,1985-02-16,2025-06-24,Fonseca,PE
507,Soluções Mendes S/S,,PJ,s@empresa.com.br,+5551954722614,84.560.123/0001-77,1985-06-22,2025-06-24,Abreu,CE
714,Ryan,Mendonça,PF,ryanmendona@ig.com.br,+5547976918788,517.634.098-48,1991-10-31,2025-06-24,Vargas de Câmara,MG
955,Diego,Viana,PF,diego.viana@terra.com.br,(71) 94186-8845,193.420.865-51,,2025-06-24,Carvalho,MS
1183,Allana,Barbosa,PF,allanabarbosa@gmail.com,+5513957423519,438.520.179-04,1982-03-15,2025-06-24,Sampaio de Melo,PI
1206,Luiz Otávio,Souza,PF,luizotvio.souza@hotmail.com,(51) 91299-1332,405.791.862-02,1980-11-25,2025-06-24,Cavalcante,MA
1449,Davi Miguel,Pastor,PF,dpastor@outlook.com,(31) 91549-2790,64893571001,2005-10-25,2025-06-24,Vieira Verde,MG
1512,Allana,Nascimento,PF,anascimento@gmail.com,11970121838,67325980400,1993-10-23,2025-06-24,Melo do Sul,PR
1589,Mirella,,PF,mirella_@uol.com.br,+5547914448952,360.517.984-39,1967-08-02,2025-06-24,da Conceição de da Cunha,DF
2085,Bryan,Montenegro,PF,bryan1@ig.com.br,,012.785.634-07,,2025-06-24,Silva,TO
2355,Benicio,Viana,PF,benicio.viana@hotmail.com,,410_863_259_15,1968-08-28,2025-06-24,Sampaio,RO
2647,Luiz Miguel,Pimenta,PF,lpimenta@hotmail.com,,91724608576,1975-11-28,2025-06-24,Pastor Alegre,PR
189,Valentim,Barbosa,PF,vbarbosa@terra.com.br,(47) 96922-7666,409.628.157-30,1985-01-15,2025-06-25,Casa Grande da Mata,AC
388,Isadora,Rocha,PF,isadora_rocha@ig.com.br,+5561981649511,752_461_390_34,1987-02-16,2025-06-25,Vasconcelos,MT
927,João Pedro,Cardoso,PF,joopedro_cardoso@terra.com.br,(61) 95544-2390,679.120.538-59,1968-12-10,2025-06-25,da Costa,RO
1103,Laura,Ribeiro,PF,lribeiro@bol.com.br,(11) 98680-4052,481_259_073_60,1999-11-25,2025-06-25,Melo da Prata,AL
1736,Bruna,Freitas,PF,bfreitas@outlook.com,71967752998,409.637.821-69,1981-01-26,2025-06-25,Almeida do Amparo,TO
2485,Rael,Silveira,PF,rael52@outlook.com,13920858394,48169035775,,2025-06-25,Rios,RS
2648,Gustavo,Ferreira,PF,gustavo88@outlook.com,61999946358,38510479666,1997-02-10,2025-06-25,da Rosa,PI
1926,Stephany,Brito,PF,stephanybrito@uol.com.br,(71) 99395-2360,061.457.293-25,1981-01-23,2025-06-26,Freitas do Oeste,MG
2435,Mathias,Leão,PF,mathiasleo@gmail.com,+5547964169104,479.325.016-52,1959-03-09,2025-06-26,Campos,AP
118,Sarah,Leão,PF,sarah97@terra.com.br,,219.485.037-60,,2025-06-27,Souza,GO
1008,Almeida & Associados S.A.,,PJ,almeidaass_@comercio.net.br,(31) 99227-3703,91_370_624_0001_56,1979-10-10,2025-06-27,Pastor da Prata,AP
2323,Yuri,Barbosa,PF,yuri_barbosa@terra.com.br,47921788237,864.502.319-98,1973-05-08,2025-06-27,Farias de Fernandes,AL
2885,Rodrigo,Casa Grande,PF,rodrigo68@hotmail.com,51990602338,468_702_519_67,1989-11-26,2025-06-27,Lopes,AC
3130,Diego,Cardoso,PF,dcardoso@outlook.com,(31) 96489-4333,09418652315,1974-10-23,2025-06-27,da Rosa Grande,SC
479,Oliveira & Andrade S.A.,,PJ,o@empresa.com.br,(61) 91378-6081,20.897.431/0001-00,1974-01-24,2025-06-28,Monteiro,AM
646,Maria Liz,Alves,PF,marializalves@terra.com.br,(51) 99936-3192,92638150703,2007-09-05,2025-06-28,Moreira,SP
1207,Rafaela,Vargas,PF,rafaela.vargas@uol.com.br,(31) 95903-1621,718.326.459-91,2005-05-19,2025-06-28,Azevedo do Campo,SC
1813,Araújo Informática e Serviços S/S,,PJ,arajoinfor_@comercio.net.br,61931212339,90754832000196,1999-01-10,2025-06-28,Nogueira,RN
3480,Maria Alice,Pinto,PF,mariaalice.pinto@bol.com.br,31943651895,856.472.190-20,2003-11-15,2025-06-28,Jesus Alegre,RS
953,Cardoso & Melo ME,,PJ,cardosomel@comercio.net.br,+5531945782243,94.371.285/0001-10,1995-02-08,2025-06-29,Campos,PI
1620,Anthony,Carvalho,PF,anthony.carvalho@yahoo.com.br,+5541986855942,420_831_765_53,1958-10-25,2025-06-29,Albuquerque,MT
2960,Léo,da Conceição,PF,lo.daconceio@outlook.com,21951476026,018.967.245-58,1989-06-29,2025-06-29,Almeida das Pedras,DF
469,Sophia,Pastor,PF,spastor@uol.com.br,41993817596,648_375_190_75,1996-05-29,2025-06-30,Sá,TO
789,Maria Luiza,Nunes,PF,marialuiza.nunes@gmail.com,71914397033,894_051_326_60,1974-03-11,2025-06-30,Machado de Minas,SE
1976,Matheus,Gomes,PF,mgomes@yahoo.com.br,21975255409,713.986.240-04,2003-12-01,2025-06-30,Cirino,MS
2615,Mateus,Teixeira,PF,mateus_teixeira@yahoo.com.br,(51) 98702-6868,52841903605,2001-09-01,2025-06-30,Vieira,PR
1413,Jade,Gomes,PF,jade.gomes@ig.com.br,+5541976863156,256_190_874_76,1960-12-27,2025-07-01,Novais,MS
1482,Heitor,Barbosa,PF,heitor_barbosa@ig.com.br,(47) 91569-3675,984.123.605-24,1996-08-08,2025-07-01,Abreu,SE
1609,Marina,Ribeiro,PF,marinaribeiro@terra.com.br,(61) 92201-1673,87941605201,2004-10-12,2025-07-01,Câmara,RO
3113,Maria Sophia,Abreu,PF,mariasophiaabreu@bol.com.br,(31) 98697-5291,24159870694,1958-06-15,2025-07-01,Barros,ES
590,Sophia,Gomes,PF,sophia91@hotmail.com,71915015377,780.491.352-41,,2025-07-02,Barros Verde,RJ
1280,Luiz Felipe,Ribeiro,PF,luizfeliperibeiro@ig.com.br,+5531987603100,46310798510,1977-11-16,2025-07-03,Cassiano,AL
193,Pedro,Nogueira,PF,pedro45@outlook.com,,980_217_534_04,1973-12-16,2025-07-04,Lopes,CE
577,Marcos Vinicius,Monteiro,PF,marcosviniciusmonteiro@yahoo.com.br,(31) 98255-9267,136.972.054-80,1972-05-21,2025-07-04,Pastor de Minas,RJ
977,Dias Tecnologia e Sistemas EPP,,PJ,diastecnol31@comercio.net.br,41938933236,74.580.623/0001-17,2006-03-03,2025-07-04,Casa Grande do Norte,AP
3127,Pacheco & Associados S/S,,PJ,pachecoass.@comercio.net.br,+5541963985367,29.386.451/0001-90,2002-04-11,2025-07-04,Guerra da Serra,AC
3356,Ester,Duarte,PF,esterduarte@ig.com.br,+5551944644965,863.719.245-91,1977-10-30,2025-07-04,Silva,SC
113,Gael Henrique,Cardoso,PF,gaelhenrique41@hotmail.con,+5513932306982,96821543755,1983-08-06,2025-07-05,da Rocha,AL
774,Maria Fernanda,Albuquerque,PF,mariafernanda_albuquerque@yahoo.com.br,(51) 97638-7425,386_571_209_68,1981-01-24,2025-07-05,Guerra,SC
2165,Marcos Vinicius,da Cruz,PF,marcosvinicius98@yahoo.com.br,(41) 99198-2740,075_184_962_67,,2025-07-05,Cirino,SC
2601,Sofia,Melo,PF,smelo@ig.com.br,41989719332,69031284505,1991-01-05,2025-07-05,Mendonça Verde,RR
3031,Heloísa,Sá,PF,helosa.s@ig.com.br,+5561975475349,754.968.130-93,1958-02-10,2025-07-05,das Neves,RN
3347,Alana,Pimenta,PF,alanapimenta@uol.com.br,(21) 92540-8674,937_245_680_29,1977-03-30,2025-07-05,Guerra de Minas,TO
1011,Brayan,Gomes,PF,brayan.gomes@uol.com.br,+5541982638192,173.059.824-23,1985-04-01,2025-07-06,Albuquerque Alegre,PR
2083,Pedro Miguel,Pacheco,PF,pedromiguel_pacheco@uol.com.br,47938432230,04263571916,,2025-07-06,Barbosa,PR
2480,Pedro Miguel,Peixoto,PF,ppeixoto@ig.com.br,(21) 99184-1832,45631829746,,2025-07-06,Sampaio,DF
2775,Lorena,Pires,PF,lorena.pires@uol.com.br,(61) 96594-7265,20319647803,2002-06-01,2025-07-06,Cavalcante,RS
3322,Gael Henrique,da Costa,PF,gaelhenriquedacosta@ig.com.br,(11) 98756-5737,54917360820,,2025-07-06,Garcia,RJ
3380,Ryan,Correia,PF,ryan_correia@uol.com.br,21954455800,354.826.907-92,1988-03-04,2025-07-06,Porto,MS
471,Oliveira Importadora e Comércio S.A.,,PJ,oliveiraim@comercio.net.br,11914855170,14_376_820_0001_97,2005-03-28,2025-07-07,da Cruz,RS
513,Sophie,Casa Grande,PF,scasagrande@hotmail.com,+5521961036089,243_178_650_17,1993-12-14,2025-07-07,da Luz,DF
1026,Nina,Rezende,PF,nina_rezende@bol.com.br,71966071324,834_970_652_00,1976-01-13,2025-07-07,Teixeira de Goiás,SC
1436,Isabella,Gomes,PF,isabella82@uol.com.br,41993698478,14398576282,1983-04-11,2025-07-07,Macedo Grande,RS
