id_cliente,nome,sobrenome,tipo,telefone,data_nascimento,data_cadastro,cidade,estado,cpf_cnpj_normalizado,email_valido,idade,dias_desde_cadastro,cpf_cnpj_mascarado,email_mascarado
661,Pedro Henrique,Correia,PF,+5531938591779,2006-06-16,2025-03-25,Brito da Mata,MT,36471098278,True,19.0,384,*********78,p***@gmail.com
708,Nunes & Cruz S/S,,PJ,(47) 95964-5411,,2025-03-25,Novais,BA,36542970000166,True,,384,************66,n***@empresa.com.br
1086,Maria Luiza,Cavalcanti,PF,41914928421,,2025-03-26,Azevedo,MG,25146830924,True,,383,*********24,m***@uol.com.br
2089,Manuella,Rios,PF,51943135155,1986-03-31,2025-03-26,Pastor de Campos,CE,76021348931,True,40.0,383,*********31,m***@yahoo.com.br
309,Vitor Hugo,Novais,PF,+5513971301879,1974-12-21,2025-03-26,Aparecida da Mata,RO,53876402956,True,51.0,383,*********56,v***@ig.com.br
716,Maria,Marques,PF,(41) 92675-1911,1969-10-08,2025-03-26,Câmara,SP,31284609731,True,56.0,383,*********31,m***@uol.com.br
771,João Felipe,Martins,PF,+5513916621866,1995-01-16,2025-03-26,Silva do Oeste,SE,82910536777,True,31.0,383,*********77,j***@bol.com.br
828,Emilly,Casa Grande,PF,31913195872,1962-05-22,2025-03-26,Campos de Alves,SE,10489235689,True,63.0,383,*********89,e***@gmail.com
1300,Nascimento & Associados S/A,,PJ,21970223334,1989-02-18,2025-03-27,das Neves do Oeste,RO,49635217000167,True,37.0,382,************67,n***@empresa.com.br
2734,Gustavo,Sales,PF,(11) 99723-9040,1990-08-23,2025-03-27,Garcia,CE,26475130826,True,35.0,382,*********26,g***@bol.com.br
2986,Giovanna,Jesus,PF,(71) 92713-1083,1959-06-01,2025-03-27,Machado,ES,35619208702,True,66.0,382,*********02,g***@terra.com.br
2997,Melina,Costa,PF,+5511957177943,1971-02-02,2025-03-27,Oliveira Paulista,PR,63184597237,True,55.0,382,*********37,m***@terra.com.br
368,Calebe,Teixeira,PF,51916865902,1961-10-04,2025-03-27,Jesus,MT,61725894319,True,64.0,382,*********19,c***@yahoo.com.br
231,Catarina,Pires,PF,51924497944,2001-05-08,2025-03-28,Barbosa Alegre,SE,17624803526,True,24.0,381,*********26,c***@hotmail.com
2974,Luiz Gustavo,Pastor,PF,+5531925007189,1989-12-26,2025-03-28,da Rocha do Norte,TO,30958467110,True,36.0,381,*********10,l***@outlook.com
662,Vitor Gabriel,da Costa,PF,47956981677,,2025-03-28,Viana das Flores,PB,49631870278,True,,381,*********78,v***@ig.com.br
85,Luiz Miguel,Oliveira,PF,47989224399,1991-10-29,2025-03-28,da Paz do Campo,SP,32571409832,True,34.0,381,*********32,l***@hotmail.com
1490,Nunes & Associados S.A.,,PJ,(47) 98250-6845,1974-07-30,2025-03-29,Câmara,PR,69530248000160,True,51.0,380,************60,n***@empresa.com.br
2741,Benício,Melo,PF,71981529896,1987-12-25,2025-03-29,Monteiro,DF,98215037488,True,38.0,380,*********88,b***@terra.com.br
691,Arthur,Viana,PF,(13) 96512-1091,1986-10-23,2025-03-29,Pires,PA,36297480583,True,39.0,380,*********83,a***@gmail.com
1106,Pedro,Nogueira,PF,(71) 96963-7711,1985-01-08,2025-03-30,Silva,MT,89762053400,True,41.0,379,*********00,p***@gmail.com
1209,Luigi,Pereira,PF,61935461086,,2025-03-30,Freitas de Santos,MG,93620578400,True,,379,*********00,l***@outlook.com
2263,Valentim,Viana,PF,+5511916081778,2005-10-04,2025-03-30,Guerra,SE,41063957206,True,20.0,379,*********06,v***@ig.com.br
2942,Murilo,Rocha,PF,+5551990104488,1969-07-26,2025-03-30,Garcia do Oeste,MS,06917548375,True,56.0,379,*********75,m***@gmail.com
519,Maria Vitória,Fernandes,PF,+5561926451872,1965-04-23,2025-03-30,Cunha de Peixoto,RJ,86405231933,True,61.0,379,*********33,m***@outlook.com
76,Maria Julia,Silva,PF,(13) 98709-6799,,2025-03-30,Nogueira de Montenegro,AL,98451236006,True,,379,*********06,m***@hotmail.com
1719,Vargas & Moraes EPP,,PJ,+5521957148762,2007-04-23,2025-03-31,Siqueira do Amparo,TO,24758639000107,True,18.0,378,************07,v***@comercio.net.br
2233,Renan,Pinto,PF,,1999-09-18,2025-03-31,Correia,AL,02367981469,True,26.0,378,*********69,r***@terra.com.br
3168,José Miguel,Moraes,PF,+5571972835044,1991-02-07,2025-03-31,Barbosa,RS,31974025616,True,35.0,378,*********16,j***@yahoo.com.br
919,Helena,Montenegro,PF,71980081170,1968-06-14,2025-03-31,Leão,TO,47910836287,True,57.0,378,*********87,h***@hotmail.com
1768,Luana,Campos,PF,+5551991251758,1980-03-31,2025-04-01,Santos,MG,95367480292,True,46.0,377,*********92,l***@terra.com.br
1901,Bento,Souza,PF,41975726175,1972-06-17,2025-04-01,Viana,GO,87923154023,True,53.0,377,*********23,b***@terra.com.br
2122,Distribuidora Ferreira Ltda.,,PJ,41925583109,1966-05-22,2025-04-01,Pimenta de Goiás,SP,52940671000136,True,59.0,377,************36,d***@comercio.net.br
2526,Ravi Lucca,Monteiro,PF,,1990-04-20,2025-04-01,Rodrigues,CE,08593471250,True,36.0,377,*********50,r***@bol.com.br
3184,Ana Liz,Duarte,PF,61915641763,1966-12-14,2025-04-01,Azevedo,PB,17490358205,True,59.0,377,*********05,a***@outlook.com
3482,Farias & Guerra EPP,,PJ,(71) 99148-4402,,2025-04-02,Correia,MT,79240816000142,True,,376,************42,f***@empresa.com.br
687,Isadora,Nogueira,PF,(41) 94197-7212,,2025-04-02,Rocha do Galho,AM,07912368469,True,,376,*********69,i***@hotmail.com
1152,Lopes & Ribeiro Ltda.,,PJ,+5561999738833,1985-08-15,2025-04-03,Lopes do Galho,PB,16375402000100,True,40.0,375,************00,l***@comercio.net.br
1283,Ana Lívia,Nunes,PF,+5511965644684,,2025-04-03,Vargas de Aragão,RR,89635410700,True,,375,*********00,a***@gmail.com
2424,Otto,,PF,(47) 97725-6519,1988-09-15,2025-04-03,Pinto de Jesus,BA,71243605952,True,37.0,375,*********52,o***@uol.com.br
830,Enrico,Almeida,PF,51933759334,1970-10-19,2025-04-03,Correia da Serra,RJ,63459807148,True,55.0,375,*********48,e***@uol.com.br
1019,Eloah,Ribeiro,PF,+5551961784474,1965-05-13,2025-04-04,Moreira da Serra,MS,34172658946,True,60.0,374,*********46,e***@bol.com.br
1240,Ana Cecília,Abreu,PF,+5521954007016,1984-10-01,2025-04-04,Camargo,MA,09432817504,True,41.0,374,*********04,a***@hotmail.com
1663,Ryan,da Rocha,PF,51966939163,2000-12-17,2025-04-04,Câmara,ES,35671890420,True,25.0,374,*********20,r***@hotmail.com
24,Maria Vitória,,PF,+5571965484998,1958-04-30,2025-04-04,Peixoto dos Dourados,MG,10768345901,True,68.0,374,*********01,m***@outlook.com
2677,Gustavo Henrique,Fernandes,PF,(51) 91237-5751,1995-12-19,2025-04-04,Camargo do Campo,RJ,18605239433,True,30.0,374,*********33,g***@uol.com.br
2898,Farias Serviços e Sistemas EPP,,PJ,+5513978433451,1983-01-12,2025-04-04,da Cruz,RO,51976238000198,True,43.0,374,************98,f***@empresa.com.br
2952,Lívia,Santos,PF,+5513926757288,1982-11-03,2025-04-04,Cirino,CE,21386957003,True,43.0,374,*********03,l***@outlook.com
379,Marcela,da Cunha,PF,(51) 94586-1819,1995-05-02,2025-04-04,Andrade da Praia,PI,83460792574,True,30.0,374,*********74,m***@outlook.com
664,Evelyn,das Neves,PF,51993849078,2003-04-02,2025-04-04,Oliveira,MG,26918437003,True,23.0,374,*********03,e***@bol.com.br
3463,Milena,Novaes,PF,,1972-06-30,2025-04-05,Dias,ES,09421567811,True,53.0,373,*********11,m***@hotmail.com
108,Gomes Distribuidora e Importadora EI,,PJ,+5551984749219,2003-11-27,2025-04-06,da Rosa de Cunha,RN,20351467000193,True,22.0,372,************93,g***@comercio.net.br
1089,Emanuella,da Mota,PF,(71) 91582-7245,1981-03-08,2025-04-06,Cirino,RN,26497350829,True,45.0,372,*********29,e***@uol.com.br
2537,Antônio,Fogaça,PF,41933574618,1993-08-20,2025-04-06,Moreira,PI,98567231086,True,32.0,372,*********86,a***@hotmail.com
351,Rebeca,Moura,PF,11957307183,1965-08-15,2025-04-06,Cirino,MA,58742190304,True,60.0,372,*********04,r***@hotmail.com
1248,Yan,Pastor,PF,71949829875,2002-05-18,2025-04-07,Azevedo do Sul,RN,09812365702,True,23.0,371,*********02,y***@outlook.com
1579,Camila,da Mota,PF,+5571981926335,1993-07-09,2025-04-07,Farias da Praia,PR,97284651067,True,32.0,371,*********67,c***@gmail.com
16,Silveira Informática e Distribuidora Ltda.,,PJ,+5541951817688,1996-02-29,2025-04-07,Abreu,AM,61347250000197,True,30.0,371,************97,s***@empresa.com.br
1697,Vitor Gabriel,Araújo,PF,+5561939158040,1968-04-07,2025-04-07,Oliveira da Serra,AM,85916023405,True,58.0,371,*********05,v***@bol.com.br
1924,Lorena,Sá,PF,(31) 96432-2030,,2025-04-07,Azevedo do Amparo,CE,32708519441,True,,371,*********41,l***@ig.com.br
2240,Ísis,Lopes,PF,47985407081,,2025-04-07,Novaes da Serra,MT,61540389251,True,,371,*********51,s***@gmail.com
2450,Davi Miguel,Garcia,PF,+5561932631229,1995-04-14,2025-04-07,Garcia das Flores,CE,28091536470,True,31.0,371,*********70,g***@hotmail.com
2804,Isaque,Pires,PF,61913655874,1970-02-22,2025-04-07,Rocha de Monteiro,AC,87135290488,True,56.0,371,*********88,i***@ig.com.br
3396,Alexandre,da Rosa,PF,13959775381,1996-04-06,2025-04-07,Pires,DF,43876910269,True,30.0,371,*********69,a***@outlook.com
1160,Ana Luiza,Azevedo,PF,+5561960645702,2000-10-16,2025-04-08,Ramos de Pinto,AM,89640371548,True,25.0,370,*********48,a***@ig.com.br
1312,Luiz Fernando,Pires,PF,31998123561,1991-12-16,2025-04-08,Câmara de Mendonça,TO,53821460717,True,34.0,370,*********17,l***@bol.com.br
1458,Gael,Pacheco,PF,31996996913,1967-02-27,2025-04-08,Teixeira de Barbosa,MT,35842109689,True,59.0,370,*********89,g***@hotmail.com
3084,Eduarda,Siqueira,PF,(61) 93995-9536,1991-09-30,2025-04-08,Vasconcelos da Mata,RR,53280769400,True,34.0,370,*********00,e***@terra.com.br
845,Aurora,Andrade,PF,11977119072,1967-02-14,2025-04-08,da Mata,RR,95213674070,True,59.0,370,*********70,a***@yahoo.com.br
1683,Daniel,Ribeiro,PF,(71) 96738-5117,,2025-04-09,Rodrigues da Praia,PE,59802143723,True,,369,*********23,d***@yahoo.com.br
2978,Juliana,Freitas,PF,41978905731,,2025-04-09,Leão do Galho,BA,52348016915,True,,369,*********15,j***@outlook.com
3252,Ana Luiza,Cavalcante,PF,+5531912166261,1987-03-18,2025-04-09,Nunes,PA,29384170550,True,39.0,369,*********50,a***@terra.com.br
1243,Fernanda,Porto,PF,(71) 95652-2210,,2025-04-10,Dias,RS,10826957340,True,,368,*********40,f***@terra.com.br
2505,Andrade Tecnologia e Informática S/S,,PJ,,1970-10-26,2025-04-10,Rodrigues,PE,49850326000105,True,55.0,368,************05,a***@empresa.com.br
3398,Bryan,Aragão,PF,21917873237,,2025-04-10,Albuquerque,ES,46508732153,True,,368,*********53,b***@terra.com.br
44,Ana Cecília,Cardoso,PF,+5541972543922,1965-09-27,2025-04-10,Caldeira Verde,AL,62937104525,True,60.0,368,*********25,a***@bol.com.br
524,Caio,Rodrigues,PF,+5541912701160,1994-04-01,2025-04-10,da Rosa,MA,13578496057,True,32.0,368,*********57,c***@ig.com.br
827,Nunes & Associados EI,,PJ,47927587195,1965-12-10,2025-04-10,das Neves,MT,96425730000103,True,60.0,368,************03,n***@empresa.com.br
1796,Maitê,Viana,PF,(13) 95630-8356,1970-09-30,2025-04-11,Sampaio,ES,89713520602,True,55.0,367,*********02,m***@hotmail.com
2429,João Guilherme,Camargo,PF,+5571985208664,,2025-04-11,Monteiro,AP,60312897413,True,,367,*********13,j***@uol.com.br
2482,Informática Borges S.A.,,PJ,(41) 96175-3560,2004-02-14,2025-04-11,Martins do Norte,RS,90375862000191,True,22.0,367,************91,i***@empresa.com.br
3104,Raul,Sá,PF,+5513973622474,1973-06-17,2025-04-11,da Paz de Goiás,PA,90685412342,True,52.0,367,*********42,r***@terra.com.br
494,Liam,Barbosa,PF,+5547962063584,1962-03-14,2025-04-11,Guerra de Aragão,MG,54190673820,True,64.0,367,*********20,l***@gmail.com
2743,Laura,Sá,PF,+5521948076331,1983-01-01,2025-04-12,Moreira de Barbosa,MG,16245087317,True,43.0,366,*********17,l***@yahoo.com.br
3072,Francisco,das Neves,PF,31912298115,1965-06-15,2025-04-12,Marques,PA,87640351901,True,60.0,366,*********01,f***@gmail.com
3225,Nina,Pimenta,PF,31994847979,1994-06-14,2025-04-12,Viana de Abreu,RO,91675348219,True,31.0,366,*********19,n***@outlook.com
453,Ágatha,Vasconcelos,PF,51994127389,1959-09-15,2025-04-12,Leão,PI,13076829440,True,66.0,366,*********40,g***@terra.com.br
1234,Soluções Silveira S.A.,,PJ,51940612439,,2025-04-13,da Cunha,AP,76248930000120,True,,365,************20,s***@empresa.com.br
1879,Kamilly,da Mota,PF,(21) 94553-1398,1956-10-05,2025-04-13,Cavalcante de Goiás,RS,19735460866,True,69.0,365,*********66,k***@hotmail.com
2071,Vitor Gabriel,Oliveira,PF,(31) 93123-8195,1998-10-09,2025-04-13,da Costa,BA,61240873913,True,27.0,365,*********13,v***@bol.com.br
615,Alexandre,Rios,PF,11925174942,,2025-04-13,Silva de Azevedo,PR,14823790588,True,,365,*********88,a***@hotmail.com
668,Mathias,Albuquerque,PF,+5531939941729,2006-01-31,2025-04-13,Câmara,AC,38094651784,True,20.0,365,*********84,m***@uol.com.br
1760,Ribeiro & Associados EPP,,PJ,(71) 92104-2157,1982-01-30,2025-04-14,Farias,RO,98324705000169,True,44.0,364,************69,r***@empresa.com.br
2829,Melina,Vieira,PF,+5521987239685,,2025-04-14,Cunha,BA,12437658955,True,,364,*********55,m***@terra.com.br
2857,Ísis,Cavalcanti,PF,+5521971399433,1965-10-29,2025-04-14,Nogueira,TO,89054762101,True,60.0,364,*********01,s***@terra.com.br
1676,Thomas,Novaes,PF,(71) 95074-5380,1997-10-29,2025-04-15,Fonseca do Galho,PE,93247168591,True,28.0,363,*********91,t***@bol.com.br
2484,Cauê,Sampaio,PF,+5521928714940,1988-04-25,2025-04-15,Sousa,RS,43861259737,True,37.0,363,*********37,c***@uol.com.br
3345,Moraes Consultoria e Importadora S/A,,PJ,41989298224,1978-08-03,2025-04-15,Araújo,RS,39480156000152,True,47.0,363,************52,m***@comercio.net.br
505,Mathias,Campos,PF,(61) 98549-2828,1969-02-19,2025-04-15,Nunes das Flores,AM,18295764020,True,57.0,363,*********20,d***@terra.com.br
547,Hadassa,Campos,PF,,1966-10-10,2025-04-15,Brito,RN,35809761410,True,59.0,363,*********10,h***@ig.com.br
1777,Isabela,Sampaio,PF,,1959-02-22,2025-04-16,Monteiro,CE,17328096403,True,67.0,362,*********03,i***@ig.com.br
2018,Mathias,Cirino,PF,+5521969515588,1961-07-26,2025-04-16,Novaes,AP,68541720390,True,64.0,362,*********90,m***@gmail.com
2419,Erick,Cardoso,PF,,1966-08-07,2025-04-16,Pires do Galho,PI,01254938605,True,59.0,362,*********05,e***@gmail.com
2901,Marcelo,Monteiro,PF,61931176799,1983-11-06,2025-04-16,Mendes,GO,41356870910,True,42.0,362,*********10,m***@gmail.com
1016,João Guilherme,Rocha,PF,(47) 95054-8237,1984-01-21,2025-04-17,Brito,PB,72945380692,True,42.0,361,*********92,j***@terra.com.br
2006,Eduarda,da Cunha,PF,21933938818,1978-05-03,2025-04-17,Cunha do Galho,TO,76984230187,True,47.0,361,*********87,e***@yahoo.com.br
2423,Emanuella,Vieira,PF,+5571912181673,1957-08-26,2025-04-17,Correia,RS,56304821735,True,68.0,361,*********35,e***@ig.com.br
412,Gael,Cardoso,PF,(47) 94356-6577,2001-08-16,2025-04-17,Leão de Freitas,PA,92845310633,True,24.0,361,*********33,g***@gmail.com
7,Liz,,PF,61961366719,1961-04-09,2025-04-17,Fonseca,MG,54638790100,True,65.0,361,*********00,l***@hotmail.com
1130,Rodrigues & Associados EI,,PJ,61941813352,1977-04-01,2025-04-18,Oliveira,TO,98527634000100,True,49.0,360,************00,r***@comercio.net.br
1157,Vargas Informática e Soluções EI,,PJ,(21) 92580-4440,1968-06-28,2025-04-18,Guerra,GO,26135978000154,True,57.0,360,************54,v***@comercio.net.br
2136,Anthony Gabriel,Campos,PF,,1987-05-18,2025-04-18,Souza da Prata,MT,25943718664,True,38.0,360,*********64,a***@terra.com.br
2245,Rhavi,Marques,PF,+5521993324209,,2025-04-18,Ferreira,RS,87421936564,True,,360,*********64,r***@hotmail.com
3167,Esther,Borges,PF,(71) 93636-6808,,2025-04-18,Vieira do Galho,PI,95428061758,True,,360,*********58,e***@hotmail.com
3375,Ísis,da Cruz,PF,+5513996407733,2007-03-07,2025-04-18,Fonseca Grande,SP,97438251691,True,19.0,360,*********91,s***@yahoo.com.br
1870,Nina,Cirino,PF,31944761252,1986-07-09,2025-04-19,da Rosa do Sul,RS,65801749276,True,39.0,359,*********76,n***@hotmail.com
2145,Clara,Vargas,PF,,1991-12-25,2025-04-19,da Costa,MS,18243079696,True,34.0,359,*********96,c***@bol.com.br
3101,Bianca,Macedo,PF,+5531913001817,1998-07-03,2025-04-19,da Cunha de Minas,ES,48329605124,True,27.0,359,*********24,b***@gmail.com
314,Stella,Nogueira,PF,47995162934,1967-02-03,2025-04-19,Albuquerque da Praia,TO,97542618300,True,59.0,359,*********00,s***@terra.com.br
1013,Henry,da Rosa,PF,47973342144,2001-12-01,2025-04-20,Borges,RO,47958106300,True,24.0,358,*********00,h***@ig.com.br
1438,Maria Fernanda,Novais,PF,31991901810,2003-01-08,2025-04-20,da Rocha de Goiás,RJ,62341578900,True,23.0,358,*********00,m***@terra.com.br
2007,Borges Tecnologia e Soluções S/A,,PJ,(41) 97956-4751,1960-03-16,2025-04-20,Martins,RS,24817395000188,True,66.0,358,************88,b***@empresa.com.br
2116,Ana Sophia,Sampaio,PF,31960023309,1962-11-22,2025-04-20,da Cruz de Sales,AP,67530214853,True,63.0,358,*********53,a***@outlook.com
2865,Borges Sistemas e Consultoria EIRELI,,PJ,,,2025-04-20,Cassiano,RN,25931478000166,True,,358,************66,b***@comercio.net.br
2869,Luigi,Silva,PF,+5531979292856,,2025-04-20,Fernandes,MA,74209651885,True,,358,*********85,l***@uol.com.br
3297,Isabelly,Pimenta,PF,11923711469,1990-05-06,2025-04-20,Vasconcelos dos Dourados,AM,10768459249,True,35.0,358,*********49,i***@hotmail.com
2922,Carvalho & Associados ME,,PJ,+5521929924045,1966-12-13,2025-04-21,Silva,AM,70941382000133,True,59.0,357,************33,c***@comercio.net.br
3129,Benicio,Marques,PF,41983486881,1976-11-08,2025-04-21,Fernandes,RR,71923406507,True,49.0,357,*********07,b***@gmail.com
561,Rael,Leão,PF,51912317653,1959-03-17,2025-04-21,Sousa de Costa,PE,69254183709,True,67.0,357,*********09,r***@yahoo.com.br
1370,Ravi Lucca,Rodrigues,PF,(61) 94826-2291,1981-09-15,2025-04-22,da Rocha,MG,04713528960,True,44.0,356,*********60,r***@bol.com.br
1048,Guilherme,Cirino,PF,(11) 96741-4440,2003-11-26,2025-04-23,Lima,SE,80345269160,True,22.0,355,*********60,g***@ig.com.br
1239,Ferreira & Associados ME,,PJ,47971423170,2003-03-08,2025-04-23,Sá do Oeste,AC,80296351000120,True,23.0,355,************20,f***@comercio.net.br
1464,Santos Tecnologia e Comércio EPP,,PJ,+5547971467705,1980-10-10,2025-04-23,das Neves,PR,25103684000188,True,45.0,355,************88,s***@comercio.net.br
1778,Ana Clara,Viana,PF,71943354050,1985-08-03,2025-04-23,Pereira da Prata,PR,15360872977,True,40.0,355,*********77,a***@hotmail.com
2029,Vinicius,da Luz,PF,21913377322,1984-05-11,2025-04-23,Barros de Farias,PE,09643217850,True,41.0,355,*********50,v***@uol.com.br
2454,João Pedro,Campos,PF,+5547949303274,1959-08-06,2025-04-23,Jesus dos Dourados,RS,97345082105,True,66.0,355,*********05,j***@ig.com.br
2689,Arthur Miguel,Castro,PF,+5511941302403,2003-05-07,2025-04-23,Moraes,MG,16807953259,True,22.0,355,*********59,a***@hotmail.com
2878,Rocha Atacado e Sistemas S.A.,,PJ,+5561971945390,1983-08-05,2025-04-23,Brito da Prata,SC,31052786000114,True,42.0,355,************14,r***@empresa.com.br
316,Stella,Aparecida,PF,(13) 98406-1224,1990-06-18,2025-04-23,da Luz de Lopes,CE,34687021590,True,35.0,355,*********90,s***@gmail.com
1230,Bernardo,das Neves,PF,(61) 91873-7452,,2025-04-24,Silva da Mata,AL,15394682089,True,,354,*********89,b***@uol.com.br
1410,Júlia,da Rosa,PF,+5547935112187,1977-06-11,2025-04-24,Andrade,RS,84603512708,True,48.0,354,*********08,j***@ig.com.br
1432,Bento,Pinto,PF,+5551927343429,1970-03-06,2025-04-24,Brito,MS,07835146207,True,56.0,354,*********07,b***@terra.com.br
3160,Ágatha,Rios,PF,(51) 99879-9763,1979-09-17,2025-04-24,Souza,PA,93751428682,True,46.0,354,*********82,g***@yahoo.com.br
3197,Sistemas Gomes Ltda.,,PJ,(61) 91867-2630,1990-12-18,2025-04-24,Freitas,SC,48307129000173,True,35.0,354,************73,s***@comercio.net.br
1822,Davi Lucas,Novais,PF,31911766039,1974-10-29,2025-04-25,Cirino dos Dourados,TO,56129370407,True,51.0,353,*********07,d***@bol.com.br
2378,Noah,Novais,PF,+5561991379932,2002-05-17,2025-04-25,Cunha de Minas,RN,79048315204,True,23.0,353,*********04,n***@yahoo.com.br
2639,Davi,Mendes,PF,21926549773,1991-10-13,2025-04-25,Cunha de Nunes,PA,56380927492,True,34.0,353,*********92,d***@gmail.com
3248,Ravi,Monteiro,PF,+5511935787064,1976-11-05,2025-04-25,Correia,GO,51962834042,True,49.0,353,*********42,r***@outlook.com
2529,Bruno,Jesus,PF,(47) 93890-2009,1989-10-08,2025-04-26,Pinto,GO,34657210807,True,36.0,352,*********07,b***@terra.com.br
2715,Liz,Santos,PF,47979084669,1983-03-02,2025-04-26,Cassiano do Oeste,AC,61482357909,True,43.0,352,*********09,l***@gmail.com
3005,João Miguel,Silva,PF,(21) 98016-7030,1985-04-01,2025-04-26,Nogueira da Praia,AM,43258169098,True,41.0,352,*********98,j***@yahoo.com.br
331,Gabriela,da Cunha,PF,(41) 98792-2146,2007-01-16,2025-04-26,Farias da Serra,RR,74532089123,True,19.0,352,*********23,g***@yahoo.com.br
1231,Diogo,Caldeira,PF,+5541950891225,1980-09-02,2025-04-27,Ribeiro das Flores,RO,64728130940,True,45.0,351,*********40,d***@bol.com.br
1238,Gabriela,Rocha,PF,+5531934764180,2006-08-30,2025-04-27,Fogaça,DF,89204376104,True,19.0,351,*********04,g***@terra.com.br
1990,Sarah,Lima,PF,+5561955706246,1984-02-28,2025-04-27,Marques Grande,RO,97460518301,True,42.0,351,*********01,s***@yahoo.com.br
2620,Maria Vitória,Cavalcante,PF,,2001-11-10,2025-04-27,Azevedo do Campo,RS,26058971411,True,24.0,351,*********11,m***@terra.com.br
413,João,Cirino,PF,41938125666,1999-11-16,2025-04-27,Brito da Prata,SE,51076489320,True,26.0,351,*********20,j***@ig.com.br
943,Ana Lívia,Rodrigues,PF,(13) 96349-6679,1977-11-20,2025-04-27,Machado de Cavalcanti,PI,03186759439,True,48.0,351,*********39,a***@gmail.com
138,Ayla,Monteiro,PF,(61) 91296-9834,1957-12-07,2025-04-28,Garcia,SC,54701283932,True,68.0,350,*********32,a***@terra.com.br
1475,Sarah,Guerra,PF,+5541996851884,,2025-04-28,Andrade,RS,21496703561,True,,350,*********61,s***@hotmail.com
27,Guerra & Associados S/S,,PJ,+5541987546884,2002-08-30,2025-04-28,Novais de Silveira,PB,15938420000190,True,23.0,350,************90,g***@empresa.com.br
2744,Consultoria Fernandes ME,,PJ,+5521945707884,1967-07-23,2025-04-28,Vargas do Norte,AP,87625139000109,True,58.0,350,************09,c***@empresa.com.br
2940,Pinheiro & Associados S/S,,PJ,,1988-02-26,2025-04-28,Moraes,RN,26478195000173,True,38.0,350,************73,p***@comercio.net.br
3083,Eduarda,Sales,PF,71951175417,1961-03-18,2025-04-28,Andrade Paulista,SP,09537148610,True,65.0,350,*********10,e***@ig.com.br
3363,Almeida & Melo EIRELI,,PJ,31941234075,1979-05-17,2025-04-28,Ramos dos Dourados,BA,28346150000170,True,46.0,350,************70,a***@comercio.net.br
2664,Maria Luísa,Novaes,PF,61932006021,1963-06-21,2025-04-29,Mendonça do Campo,AL,84932071523,True,62.0,349,*********23,m***@terra.com.br
585,Dante,Vargas,PF,(71) 97099-5796,1980-11-03,2025-04-29,Vieira,AP,24319608542,True,45.0,349,*********42,d***@bol.com.br
917,Yan,Martins,PF,(41) 98969-6868,1971-05-11,2025-04-29,Aragão do Amparo,CE,31096542889,True,54.0,349,*********89,y***@terra.com.br
1310,Davi Lucca,Pereira,PF,11929145660,1987-01-10,2025-04-30,Casa Grande da Serra,TO,02839745160,True,39.0,348,*********60,d***@bol.com.br
416,Maria Julia,Ferreira,PF,+5551929105460,1964-11-08,2025-04-30,Albuquerque da Mata,MS,89504712304,True,61.0,348,*********04,m***@gmail.com
597,Gael Henrique,Siqueira,PF,(47) 94911-2410,1966-02-23,2025-04-30,Sousa,PE,03816724922,True,60.0,348,*********22,g***@hotmail.com
1331,Marcos Vinicius,Pereira,PF,(51) 96915-9538,1988-06-27,2025-05-01,Macedo,PI,82760351408,True,37.0,347,*********08,m***@yahoo.com.br
2391,Milena,Correia,PF,,1978-04-11,2025-05-01,Lima,AC,67204139534,True,48.0,347,*********34,m***@yahoo.com.br
2557,Soluções Pinheiro EIRELI,,PJ,+5561988929650,1987-11-30,2025-05-01,Nascimento,RJ,15423906000196,True,38.0,347,************96,s***@empresa.con.br
287,Marcos Vinicius,Pires,PF,47924039939,1985-05-21,2025-05-01,Duarte de Jesus,RN,46378059292,True,40.0,347,*********92,m***@bol.com.br
3111,Fernanda,Rodrigues,PF,(41) 93872-8454,1981-04-17,2025-05-01,Câmara do Campo,ES,97415860276,True,45.0,347,*********76,f***@hotmail.com
318,Rodrigo,Castro,PF,47958346682,1959-07-19,2025-05-01,Silveira,AL,57349682182,True,66.0,347,*********82,r***@yahoo.com.br
527,Daniel,Nogueira,PF,,,2025-05-01,Dias dos Dourados,RR,81506297340,True,,347,*********40,d***@bol.com.br
617,Theodoro,da Costa,PF,(71) 92847-8632,1965-10-04,2025-05-01,Garcia do Campo,ES,29187603403,True,60.0,347,*********03,t***@hotmail.com
1649,Clara,Cassiano,PF,+5513924746051,1995-01-30,2025-05-02,Casa Grande das Flores,SC,53746189039,True,31.0,346,*********39,c***@bol.com.br
1809,Olivia,Borges,PF,+5571916596719,,2025-05-02,Cassiano de Minas,RJ,51648729002,True,,346,*********02,o***@outlook.com
218,Ana Carolina,Duarte,PF,71977449169,1974-07-06,2025-05-02,da Cruz,PB,03926815442,True,51.0,346,*********42,a***@outlook.com
2655,Saraiva Serviços e Distribuidora EPP,,PJ,(41) 92753-3413,1970-09-13,2025-05-02,Carvalho,PI,71204658000163,True,55.0,346,************63,s***@comercio.net.br
607,Rodrigues & Associados S/S,,PJ,(47) 92816-6785,1993-07-03,2025-05-02,Dias,DF,96780435000175,True,32.0,346,************75,r***@comercio.net.br
783,João Guilherme,Câmara,PF,47925843949,1977-04-02,2025-05-02,Peixoto Verde,AP,21634875982,True,49.0,346,*********82,j***@ig.com.br
